registered_year,engine_capacity,kms_driven,max_power,seats,mileage,resale_price_Lakh,ID,prediction,insurance,transmission_type,owner_type,fuel_type,body_type
2018,1199,61100,80.0,5.0,24.0,5.45,240,5.153899999999997,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2015,1999,85032,240.0,5.0,10.0,25.99,241,23.59799999999999,Comprehensive,Automatic,Fourth Owner,Petrol,Sedan
2016,1591,40000,120.0,5.0,18.0,5.1,242,5.092300000000006,Third Party insurance,Manual,First Owner,Petrol,Sedan
2014,1198,62884,70.0,5.0,20.0,1.72,243,2.1587,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2018,1198,95495,70.0,5.0,16.0,4.5,244,4.8104,Third Party insurance,Manual,First Owner,Petrol,Sedan
2016,1248,79659,70.0,5.0,28.0,6.1,245,5.945300000000006,Third Party insurance,Manual,First Owner,Diesel,Sedan
2010,1086,42000,70.0,5.0,20.0,2.8,246,2.7173000000000034,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2016,1591,102816,120.0,5.0,12.0,9.34,247,9.11240000000001,Comprehensive,Manual,First Owner,Petrol,SUV
2017,1248,60000,90.0,5.0,24.0,7.0,248,6.828300000000001,Third Party insurance,Manual,First Owner,Diesel,SUV
2011,1197,81738,90.0,5.0,18.0,2.85,249,2.724199999999998,Third Party,Manual,First Owner,Petrol,Hatchback
2016,1497,118569,120.0,5.0,18.0,4.84,250,4.753499999999994,Comprehensive,Manual,Second Owner,Petrol,Sedan
2018,998,58100,70.0,5.0,20.0,4.76,251,4.402799999999997,Comprehensive,Manual,First Owner,Petrol,Hatchback
2020,1199,10300,90.0,5.0,18.0,8.0,252,7.3978,Not Available,Manual,First Owner,Petrol,Sedan
2019,1197,27355,80.0,5.0,20.0,7.99,253,7.761000000000006,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2021,1497,103000,120.0,5.0,18.0,9.75,254,9.7936,Comprehensive,Manual,First Owner,Petrol,Sedan
2010,2179,134097,140.0,7.0,14.0,2.5,255,2.936300000000001,Not Available,Manual,Third Owner,Diesel,SUV
2013,1197,51284,80.0,5.0,18.0,3.37,256,3.318800000000002,Third Party,Manual,First Owner,Petrol,Hatchback
2019,1999,10000,250.0,5.0,14.0,42.0,257,44.185,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2015,1197,45000,80.0,5.0,18.0,3.95,259,4.095499999999995,Comprehensive,Manual,First Owner,Petrol,Hatchback
2014,796,60000,50.0,5.0,22.0,2.6,260,2.5738999999999974,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2013,1197,48720,80.0,5.0,18.0,4.09,261,3.949499999999994,Comprehensive,Manual,First Owner,Petrol,Hatchback
2022,1498,12000,110.0,5.0,14.0,15.75,262,15.900900000000002,Comprehensive,Automatic,First Owner,Petrol,SUV
2010,1198,80000,70.0,5.0,16.0,1.95,263,2.1508999999999974,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2018,1248,90000,70.0,5.0,28.0,6.0,264,6.3748000000000005,Third Party insurance,Manual,First Owner,Diesel,Sedan
2018,2993,40000,300.0,5.0,14.0,53.0,265,62.23350000000001,Comprehensive,Automatic,Second Owner,Diesel,Sedan
2012,936,86147,60.0,5.0,26.0,1.95,266,1.9744999999999988,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
2015,1497,28066,120.0,5.0,18.0,5.05,267,5.398000000000003,Third Party,Manual,First Owner,Petrol,Sedan
2022,1199,10000,90.0,5.0,20.0,7.25,268,7.7332,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2013,1497,89205,120.0,5.0,16.0,5.27,269,4.977999999999994,Comprehensive,Manual,Second Owner,Petrol,Sedan
2018,1582,70000,130.0,5.0,20.0,11.5,270,11.1318,Third Party insurance,Manual,First Owner,Diesel,SUV
2021,1197,36218,80.0,5.0,22.0,5.37,271,6.381000000000001,Third Party,Manual,Third Owner,Petrol,Hatchback
2019,2179,100000,150.0,7.0,16.0,13.0,272,14.103700000000002,Third Party insurance,Manual,First Owner,Diesel,SUV
2015,2179,90000,140.0,7.0,16.0,5.5,274,6.0802,Third Party insurance,Manual,Second Owner,Diesel,SUV
2017,1199,40000,80.0,5.0,24.0,3.75,275,3.7494,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2016,1197,35109,80.0,5.0,18.0,4.4,276,4.509899999999993,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2022,1353,20000,140.0,7.0,16.0,17.8,277,17.17149999999998,Third Party insurance,Manual,First Owner,Petrol,MUV
2015,1197,53000,90.0,5.0,18.0,2.9,279,3.513099999999997,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2014,998,80000,60.0,5.0,32.0,3.2,280,3.188499999999997,Third Party insurance,Manual,First Owner,CNG,Hatchback
2018,1498,109496,100.0,5.0,24.0,6.0,281,6.300700000000001,Third Party,Manual,First Owner,Diesel,SUV
2012,1198,55809,70.0,5.0,16.0,2.54,282,2.741699999999999,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2015,1248,120000,70.0,5.0,26.0,5.0,283,4.568500000000001,Third Party insurance,Manual,First Owner,Diesel,Sedan
2021,1493,20000,100.0,7.0,18.0,11.5,284,11.130599999999998,Third Party insurance,Manual,First Owner,Diesel,SUV
2015,1197,45000,80.0,5.0,20.0,4.5,285,4.414899999999998,Comprehensive,Manual,First Owner,Petrol,Sedan
2020,1197,61976,80.0,5.0,22.0,5.25,287,5.537599999999999,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2018,1198,38000,80.0,5.0,20.0,5.65,288,5.581699999999995,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2020,1451,36000,140.0,5.0,14.0,15.99,289,15.793100000000006,Third Party insurance,Automatic,First Owner,Petrol,SUV
2013,1498,65000,100.0,5.0,26.0,2.45,290,3.0155999999999947,Third Party insurance,Manual,First Owner,Diesel,Sedan
2015,1198,35534,90.0,5.0,18.0,5.15,291,4.842499999999996,Comprehensive,Manual,First Owner,Petrol,Sedan
2021,1462,11000,100.0,5.0,18.0,8.8,292,9.19579999999999,Comprehensive,Manual,First Owner,Petrol,SUV
2014,1498,110000,100.0,5.0,26.0,5.03,293,4.947299999999991,Third Party insurance,Manual,Second Owner,Diesel,Sedan
2018,1197,23111,80.0,5.0,18.0,4.65,294,4.923899999999993,Zero Dep,Manual,First Owner,Petrol,Hatchback
2019,796,60000,50.0,5.0,32.0,4.75,296,4.405299999999999,Third Party insurance,Manual,Second Owner,CNG,Hatchback
2014,1198,67000,80.0,5.0,20.0,3.35,297,3.367900000000002,Third Party insurance,Automatic,Second Owner,Petrol,Hatchback
2014,1086,74418,70.0,5.0,20.0,3.12,298,3.120200000000003,Third Party,Manual,Second Owner,Petrol,Hatchback
2018,1582,57263,130.0,5.0,18.0,9.87,299,11.026599999999998,Comprehensive,Automatic,First Owner,Diesel,SUV
2011,2967,120000,240.0,7.0,12.0,20.0,300,18.6074,Third Party insurance,Automatic,First Owner,Diesel,SUV
2017,1498,110000,100.0,5.0,22.0,7.5,301,6.999499999999999,Third Party insurance,Manual,First Owner,Diesel,SUV
2016,1199,53772,90.0,5.0,18.0,5.5,303,5.313300000000002,Comprehensive,Manual,Second Owner,Petrol,Sedan
2009,1896,95000,100.0,5.0,16.0,2.65,304,2.8381293000000016,Comprehensive,Manual,First Owner,Diesel,Sedan
2017,1198,46468,80.0,5.0,20.0,4.49,305,4.734700000000003,Comprehensive,Automatic,Third Owner,Petrol,Hatchback
2022,999,20972,110.0,5.0,18.0,10.5,306,11.195900000000002,Comprehensive,Manual,First Owner,Petrol,Sedan
2019,1197,52858,80.0,5.0,22.0,6.03,307,6.271799999999988,Third Party,Automatic,Second Owner,Petrol,Sedan
2016,1396,60061,110.0,5.0,18.0,6.1,308,6.017400000000006,Comprehensive,Manual,First Owner,Petrol,Sedan
2021,1493,31108,100.0,7.0,18.0,9.0,309,9.826299999999998,Not Available,Manual,Second Owner,Diesel,SUV
2013,2179,105000,190.0,5.0,12.0,20.0,311,17.607000000000006,Comprehensive,Automatic,Second Owner,Diesel,SUV
2017,1997,69216,140.0,7.0,16.0,14.0,312,12.4744,Third Party insurance,Manual,First Owner,Diesel,SUV
2014,1498,40000,100.0,5.0,26.0,9.0,313,7.696600000000001,Third Party insurance,Manual,First Owner,Diesel,Sedan
2017,999,48162,70.0,5.0,24.0,2.97,314,2.9723000000000024,Third Party,Manual,First Owner,Petrol,Hatchback
2019,1198,56232,110.0,5.0,16.0,6.66,315,6.8535999999999975,Zero Dep,Manual,First Owner,Petrol,SUV
2018,998,46798,60.0,5.0,26.0,4.18,316,4.085900000000003,Comprehensive,Manual,First Owner,CNG,Hatchback
2018,1194,50000,90.0,5.0,20.0,4.5,317,4.733300000000002,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2004,2354,150000,150.0,5.0,10.0,1.7,318,3.681699999999996,Third Party insurance,Automatic,Second Owner,Petrol,SUV
2012,998,105503,70.0,5.0,26.0,2.15,319,2.327000000000002,Not Available,Manual,Second Owner,CNG,Hatchback
2019,1950,40000,190.0,5.0,16.0,47.5,321,47.71799999999999,Comprehensive,Automatic,First Owner,Diesel,Sedan
2011,998,30000,70.0,5.0,20.0,2.2,322,2.134599999999997,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2019,998,48702,70.0,5.0,22.0,5.0,323,4.685700000000001,Not Available,Manual,Second Owner,Petrol,Hatchback
2012,1798,55000,160.0,5.0,14.0,5.5,324,5.2875,Comprehensive,Automatic,First Owner,Petrol,Sedan
2014,998,24324,70.0,5.0,20.0,2.84,325,2.880099999999999,Comprehensive,Manual,First Owner,Petrol,Hatchback
2015,1498,156126,90.0,5.0,26.0,3.0,326,3.676600000000001,Comprehensive,Manual,First Owner,Diesel,Sedan
2021,1197,7266,80.0,5.0,20.0,6.39,327,6.713799999999992,Third Party,Manual,First Owner,Petrol,Hatchback
2021,2494,24000,160.0,5.0,20.0,42.0,328,35.8724,Comprehensive,Automatic,First Owner,Petrol,Sedan
2022,998,15333,60.0,5.0,34.0,6.0,329,6.023700000000002,Zero Dep,Manual,First Owner,CNG,Hatchback
2015,1493,110000,100.0,7.0,18.0,3.0,330,3.741,Third Party insurance,Manual,Third Owner,Diesel,SUV
2017,1248,30000,90.0,5.0,28.0,6.0,331,6.0534,Third Party insurance,Manual,First Owner,Diesel,Sedan
2019,1086,27153,70.0,5.0,20.0,4.8,332,4.688500000000002,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2020,1197,40000,110.0,5.0,16.0,8.5,333,8.6962,Third Party insurance,Manual,First Owner,Petrol,SUV
2021,998,39855,60.0,4.0,32.0,4.65,334,4.7426,Third Party,Manual,First Owner,CNG,Hatchback
2021,1197,20000,80.0,5.0,20.0,7.25,335,7.476599999999999,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2010,1298,74000,90.0,5.0,18.0,2.35,336,2.2181999999999977,Third Party insurance,Manual,First Owner,Petrol,Sedan
2018,1591,50000,120.0,5.0,16.0,10.5,337,10.423699999999997,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2017,1598,46000,100.0,5.0,14.0,7.75,338,7.758100000000002,Third Party insurance,Manual,First Owner,Petrol,SUV
2011,1197,72874,80.0,5.0,16.0,2.44,339,2.431299999999999,Third Party,Manual,First Owner,Petrol,Hatchback
2016,1498,48000,100.0,5.0,22.0,5.5,340,5.734700000000001,Comprehensive,Manual,First Owner,Diesel,SUV
2018,1497,40000,110.0,5.0,22.0,12.0,341,10.694400000000003,Third Party insurance,Automatic,First Owner,Diesel,SUV
2010,1598,60000,100.0,5.0,16.0,1.6,342,1.9149292999999976,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2020,1197,40051,80.0,5.0,20.0,6.45,343,6.403900000000001,Zero Dep,Manual,Second Owner,Petrol,Hatchback
2020,1956,9106,170.0,5.0,18.0,18.9,344,19.326800000000024,Comprehensive,Manual,First Owner,Diesel,SUV
2017,814,19949,60.0,5.0,22.0,3.98,345,3.621900000000001,Comprehensive,Manual,First Owner,Petrol,Hatchback
2019,1248,44933,70.0,5.0,28.0,7.49,346,7.342000000000004,Third Party insurance,Automatic,Third Owner,Diesel,Sedan
2012,1248,70000,90.0,7.0,20.0,4.5,347,4.714700000000001,Third Party insurance,Manual,Third Owner,Diesel,MUV
2015,1197,50000,80.0,5.0,22.0,4.5,348,4.379899999999999,Third Party,Manual,Second Owner,Petrol,Hatchback
2016,1197,63313,90.0,5.0,22.0,5.25,349,5.3248,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2015,796,41247,50.0,5.0,22.0,2.55,350,2.576800000000002,Third Party,Manual,First Owner,Petrol,Hatchback
2018,1396,36283,90.0,5.0,22.0,8.21,351,7.904400000000007,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2012,1197,66945,90.0,5.0,22.0,4.01,352,3.686399999999997,Third Party,Manual,Second Owner,Petrol,Hatchback
2015,1197,77721,80.0,5.0,16.0,4.92,353,5.064200000000002,Comprehensive,Automatic,First Owner,Petrol,Sedan
2004,796,80000,40.0,4.0,16.0,0.35,356,0.5815000000000007,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2022,1498,23200,110.0,5.0,14.0,15.75,357,15.7633,Comprehensive,Automatic,First Owner,Petrol,SUV
2016,998,80415,60.0,5.0,26.0,4.24,358,4.0499000000000045,Third Party,Manual,First Owner,CNG,Hatchback
2021,999,50000,70.0,7.0,20.0,4.6,359,5.173800000000005,Third Party insurance,Manual,First Owner,Petrol,MUV
2013,2494,122000,100.0,7.0,12.0,13.25,360,11.806,Comprehensive,Manual,First Owner,Diesel,MUV
2018,814,63608,60.0,5.0,22.0,3.17,361,3.2498,Zero Dep,Manual,First Owner,Petrol,Hatchback
2017,1197,65730,80.0,5.0,18.0,5.29,362,5.333000000000003,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2017,1186,20000,70.0,5.0,24.0,4.8,363,4.577700000000005,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2019,1498,37243,110.0,5.0,22.0,8.38,364,8.6627,Zero Dep,Automatic,First Owner,Diesel,Sedan
2022,1197,20000,80.0,5.0,18.0,8.38,365,8.645499999999998,Third Party insurance,Manual,First Owner,Petrol,SUV
2022,999,13000,110.0,5.0,18.0,15.99,366,15.360500000000002,Third Party insurance,Automatic,First Owner,Petrol,SUV
2015,1197,45463,80.0,5.0,18.0,5.55,367,5.378100000000002,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2019,1198,42000,110.0,5.0,16.0,7.5,368,7.684699999999999,Comprehensive,Automatic,First Owner,Petrol,SUV
2019,1197,22343,80.0,5.0,22.0,5.49,369,5.353900000000006,Third Party,Manual,First Owner,Petrol,Hatchback
2014,1498,120000,90.0,5.0,22.0,4.1,370,3.933100000000004,Third Party insurance,Manual,Second Owner,Diesel,SUV
2017,814,30000,60.0,5.0,22.0,3.0,371,3.1048,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2012,2650,60000,80.0,7.0,16.0,3.5,372,3.6384000000000007,Third Party insurance,Manual,Third Owner,Diesel,SUV
2016,2987,43000,260.0,5.0,12.0,27.75,373,33.1539,Comprehensive,Automatic,First Owner,Diesel,Sedan
2008,1086,69000,70.0,5.0,20.0,2.45,374,2.130526999999998,Comprehensive,Manual,First Owner,Petrol,Hatchback
2018,998,66802,70.0,5.0,24.0,3.26,375,3.4417999999999984,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2012,1399,110000,70.0,5.0,20.0,2.15,376,2.2438000000000025,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2017,2993,47000,260.0,5.0,16.0,64.5,377,60.353,Comprehensive,Automatic,First Owner,Diesel,Sedan
2017,1498,100000,100.0,5.0,24.0,5.0,378,5.377000000000001,Third Party insurance,Manual,Second Owner,Diesel,SUV
2013,1399,150000,100.0,7.0,14.0,2.3,379,3.2324000000000046,Third Party insurance,Manual,Third Owner,Petrol,MUV
2017,1395,44500,150.0,5.0,18.0,23.0,380,23.75830000000001,Comprehensive,Automatic,Second Owner,Petrol,Sedan
2012,1248,120000,70.0,5.0,24.0,2.1,381,2.182499999999998,Third Party insurance,Manual,Third Owner,Diesel,Hatchback
2017,1999,26000,200.0,5.0,14.0,24.9,382,28.654900000000023,Comprehensive,Automatic,First Owner,Petrol,Sedan
2017,1197,50000,80.0,5.0,18.0,3.6,383,4.1539000000000055,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2017,1248,85938,90.0,5.0,24.0,8.26,385,8.220599999999992,Zero Dep,Manual,First Owner,Diesel,SUV
2018,1186,50000,70.0,5.0,26.0,4.2,386,4.168199999999996,Third Party insurance,Manual,First Owner,Diesel,Sedan
2017,1197,77569,80.0,5.0,22.0,5.11,388,5.188500000000008,Comprehensive,Manual,Second Owner,Petrol,Sedan
2015,1197,59000,80.0,5.0,18.0,5.21,389,4.868899999999994,Comprehensive,Manual,First Owner,Petrol,Hatchback
2016,1197,61000,80.0,5.0,18.0,5.15,390,4.891199999999994,Comprehensive,Manual,First Owner,Petrol,Hatchback
2020,1497,40000,110.0,5.0,16.0,10.5,391,10.8731,Third Party insurance,Manual,First Owner,Petrol,SUV
2013,1396,110000,70.0,5.0,24.0,1.83,392,2.5585000000000035,Third Party insurance,Manual,Second Owner,Diesel,Sedan
2009,1798,50000,160.0,5.0,14.0,4.0,393,3.9004,Third Party insurance,Manual,First Owner,Petrol,Sedan
2020,1199,30000,90.0,5.0,18.0,7.25,394,7.0909,Third Party insurance,Manual,First Owner,Petrol,Sedan
2019,1199,37566,90.0,5.0,20.0,6.22,395,6.274100000000012,Third Party insurance,Manual,Second Owner,Petrol,Sedan
2018,1248,23000,70.0,5.0,28.0,7.75,396,7.334599999999999,Comprehensive,Manual,First Owner,Diesel,Sedan
2021,1462,55642,100.0,6.0,20.0,9.79,397,10.010899999999989,Third Party,Manual,Second Owner,Petrol,MUV
2016,1498,52151,100.0,5.0,22.0,6.25,398,5.796500000000001,Third Party insurance,Manual,Second Owner,Diesel,SUV
2017,1373,38854,90.0,5.0,20.0,4.75,399,5.288999999999999,Not Available,Manual,First Owner,Petrol,Sedan
2016,998,16848,70.0,5.0,24.0,4.21,400,4.247399999999996,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2017,2393,77000,150.0,8.0,14.0,15.25,401,15.298899999999998,Third Party insurance,Manual,Second Owner,Diesel,MUV
2016,1598,54000,100.0,5.0,14.0,4.99,402,5.185300000000003,Comprehensive,Automatic,First Owner,Petrol,Sedan
2013,1197,50538,90.0,5.0,20.0,4.09,403,4.009799999999994,Comprehensive,Manual,First Owner,Petrol,Sedan
2018,999,60000,80.0,5.0,18.0,4.75,404,5.1551,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2020,1353,70000,140.0,5.0,16.0,14.9,405,14.680300000000004,Third Party insurance,Automatic,First Owner,Petrol,SUV
2017,1197,17961,80.0,5.0,18.0,6.3,406,6.063499999999998,Comprehensive,Manual,First Owner,Petrol,Hatchback
2017,1248,96567,90.0,5.0,24.0,7.43,408,7.82609999999999,Third Party,Manual,First Owner,Diesel,SUV
2018,1248,88900,70.0,5.0,28.0,8.06,409,7.855399999999988,Third Party insurance,Automatic,First Owner,Diesel,Sedan
2020,1497,30000,110.0,5.0,16.0,13.0,411,12.3851,Third Party insurance,Manual,First Owner,Petrol,SUV
2014,2982,117305,170.0,7.0,12.0,18.25,412,17.8685,Comprehensive,Manual,Second Owner,Diesel,SUV
2015,1197,103384,80.0,5.0,18.0,5.08,413,4.705299999999997,Third Party,Manual,First Owner,Petrol,Hatchback
2016,799,10289,50.0,5.0,22.0,2.4,414,2.372200000000002,Third Party,Manual,First Owner,Petrol,Hatchback
2019,1591,30000,120.0,5.0,16.0,10.5,415,9.9738,Third Party insurance,Manual,First Owner,Petrol,Sedan
2016,2993,40000,260.0,5.0,16.0,24.8,416,28.81950000000001,Third Party insurance,Automatic,First Owner,Diesel,SUV
2019,1991,120000,180.0,5.0,14.0,21.0,417,22.553800000000003,Third Party insurance,Automatic,First Owner,Petrol,SUV
2017,1497,32395,120.0,5.0,18.0,7.36,418,7.424900000000008,Comprehensive,Manual,First Owner,Petrol,Sedan
2018,1498,40000,100.0,5.0,26.0,4.99,419,5.649400000000004,Third Party insurance,Manual,First Owner,Diesel,Sedan
2020,1199,23753,90.0,5.0,20.0,6.59,420,6.650199999999999,Zero Dep,Manual,First Owner,Petrol,Hatchback
2018,998,45756,70.0,5.0,24.0,3.72,421,3.903400000000007,Zero Dep,Manual,First Owner,Petrol,Hatchback
2016,1499,19397,110.0,5.0,16.0,6.99,422,6.859000000000004,Third Party insurance,Manual,Second Owner,Petrol,SUV
2015,1197,65039,80.0,5.0,18.0,3.25,423,3.3812,Third Party,Manual,Second Owner,Petrol,Hatchback
2018,1956,40000,170.0,5.0,18.0,15.0,424,14.6152,Third Party insurance,Manual,First Owner,Diesel,SUV
2014,2967,50000,240.0,7.0,12.0,18.99,425,19.33940000000001,Comprehensive,Automatic,Second Owner,Diesel,SUV
2018,998,21563,70.0,5.0,20.0,3.89,426,3.8742999999999936,Zero Dep,Manual,Second Owner,Petrol,Hatchback
2018,1199,45977,90.0,5.0,20.0,6.42,427,6.2304999999999975,Third Party,Manual,First Owner,Petrol,Sedan
2014,2993,133328,260.0,5.0,16.0,28.5,428,28.3107,Third Party insurance,Automatic,First Owner,Diesel,Sedan
2020,1451,60000,140.0,5.0,14.0,14.0,429,14.318400000000002,Third Party insurance,Automatic,First Owner,Petrol,SUV
2010,1497,59000,120.0,5.0,16.0,4.35,430,4.040300000000003,Comprehensive,Automatic,First Owner,Petrol,Sedan
2017,1199,28000,80.0,5.0,24.0,5.35,431,5.517500000000009,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2018,1368,47000,160.0,5.0,16.0,12.25,432,13.204200000000004,Third Party insurance,Automatic,First Owner,Petrol,SUV
2021,998,7000,70.0,5.0,24.0,4.3,433,4.695600000000006,Comprehensive,Manual,First Owner,Petrol,Hatchback
2010,1086,60000,70.0,5.0,20.0,2.0,434,1.9681000000000004,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2013,1198,94297,90.0,5.0,16.0,3.58,435,3.5551999999999992,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2009,2498,74000,110.0,8.0,12.0,2.45,436,3.778199999999996,Comprehensive,Manual,Second Owner,Diesel,MUV
2014,1461,120000,80.0,5.0,20.0,6.5,437,5.5357,Third Party insurance,Manual,First Owner,Diesel,SUV
2015,1497,80000,120.0,5.0,18.0,7.7,440,6.996900000000002,Comprehensive,Automatic,First Owner,Petrol,Sedan
2015,1193,90000,90.0,5.0,18.0,2.3,442,2.6473000000000035,Third Party insurance,Manual,Second Owner,Petrol,Sedan
2021,1493,121850,100.0,5.0,24.0,9.74,443,9.958100000000004,Third Party insurance,Manual,First Owner,Diesel,SUV
2014,1396,69786,90.0,5.0,22.0,4.11,444,4.316300000000007,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2016,1197,44373,80.0,5.0,22.0,5.43,445,5.240400000000003,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2021,1197,30701,80.0,5.0,20.0,7.25,446,7.3625,Zero Dep,Automatic,First Owner,Petrol,Hatchback
2018,998,50000,60.0,5.0,26.0,3.4,447,3.4193999999999978,Third Party insurance,Manual,Second Owner,CNG,Hatchback
2018,1493,51311,100.0,7.0,18.0,6.79,448,6.895099999999998,Comprehensive,Manual,First Owner,Diesel,SUV
2011,1197,54927,90.0,5.0,22.0,1.83,449,2.072700000000003,Comprehensive,Manual,First Owner,Petrol,Hatchback
2011,998,30000,70.0,5.0,16.0,2.0,450,1.9008,Third Party insurance,Automatic,Second Owner,Petrol,Hatchback
