,Date
736,2023-01-21 18:00:05.018976066
737,2023-01-21 18:40:40.895360545
738,2023-01-21 19:21:16.771745023
739,2023-01-21 20:01:52.648129501
740,2023-01-21 20:42:28.524513980
741,2023-01-21 21:23:04.400898458
742,2023-01-21 22:03:40.277282936
743,2023-01-21 22:44:16.153667415
744,2023-01-21 23:24:52.030051893
745,2023-01-22 00:05:27.906436372
746,2023-01-22 00:46:03.782820850
747,2023-01-22 01:26:39.659205328
748,2023-01-22 02:07:15.535589807
749,2023-01-22 02:47:51.411974285
750,2023-01-22 03:28:27.288358763
751,2023-01-22 04:09:03.164743242
752,2023-01-22 04:49:39.041127720
753,2023-01-22 05:30:14.917512198
754,2023-01-22 06:10:50.793896677
755,2023-01-22 06:51:26.670281155
756,2023-01-22 07:32:02.546665633
757,2023-01-22 08:12:38.423050112
758,2023-01-22 08:53:14.299434590
759,2023-01-22 09:33:50.175819068
760,2023-01-22 10:14:26.052203547
761,2023-01-22 10:55:01.928588025
762,2023-01-22 11:35:37.804972504
763,2023-01-22 12:16:13.681356982
764,2023-01-22 12:56:49.557741460
765,2023-01-22 13:37:25.434125939
766,2023-01-22 14:18:01.310510417
767,2023-01-22 14:58:37.186894895
768,2023-01-22 15:39:13.063279374
769,2023-01-22 16:19:48.939663852
770,2023-01-22 17:00:24.816048330
771,2023-01-22 17:41:00.692432809
772,2023-01-22 18:21:36.568817287
773,2023-01-22 19:02:12.445201765
774,2023-01-22 19:42:48.321586244
775,2023-01-22 20:23:24.197970722
776,2023-01-22 21:04:00.074355200
777,2023-01-22 21:44:35.950739679
778,2023-01-22 22:25:11.827124157
779,2023-01-22 23:05:47.703508635
780,2023-01-22 23:46:23.579893114
781,2023-01-23 00:26:59.456277592
782,2023-01-23 01:07:35.332662071
783,2023-01-23 01:48:11.209046549
784,2023-01-23 02:28:47.085431027
785,2023-01-23 03:09:22.961815506
786,2023-01-23 03:49:58.838199984
787,2023-01-23 04:30:34.714584462
788,2023-01-23 05:11:10.590968941
789,2023-01-23 05:51:46.467353419
790,2023-01-23 06:32:22.343737897
791,2023-01-23 07:12:58.220122376
792,2023-01-23 07:53:34.096506854
793,2023-01-23 08:34:09.972891332
794,2023-01-23 09:14:45.849275811
795,2023-01-23 09:55:21.725660289
796,2023-01-23 10:35:57.602044767
797,2023-01-23 11:16:33.478429246
798,2023-01-23 11:57:09.354813724
799,2023-01-23 12:37:45.231198203
800,2023-01-23 13:18:21.107582681
801,2023-01-23 13:58:56.983967159
802,2023-01-23 14:39:32.860351638
803,2023-01-23 15:20:08.736736116
804,2023-01-23 16:00:44.613120594
805,2023-01-23 16:41:20.489505073
806,2023-01-23 17:21:56.365889551
807,2023-01-23 18:02:32.242274029
808,2023-01-23 18:43:08.118658508
809,2023-01-23 19:23:43.995042986
810,2023-01-23 20:04:19.871427464
811,2023-01-23 20:44:55.747811943
812,2023-01-23 21:25:31.624196421
813,2023-01-23 22:06:07.500580899
814,2023-01-23 22:46:43.376965378
815,2023-01-23 23:27:19.253349856
816,2023-01-24 00:07:55.129734335
817,2023-01-24 00:48:31.006118813
818,2023-01-24 01:29:06.882503291
819,2023-01-24 02:09:42.758887770
820,2023-01-24 02:50:18.635272248
821,2023-01-24 03:30:54.511656726
822,2023-01-24 04:11:30.388041205
823,2023-01-24 04:52:06.264425683
824,2023-01-24 05:32:42.140810161
825,2023-01-24 06:13:18.017194640
826,2023-01-24 06:53:53.893579118
827,2023-01-24 07:34:29.769963596
828,2023-01-24 08:15:05.646348075
829,2023-01-24 08:55:41.522732553
830,2023-01-24 09:36:17.399117031
831,2023-01-24 10:16:53.275501510
832,2023-01-24 10:57:29.151885988
833,2023-01-24 11:38:05.028270466
834,2023-01-24 12:18:40.904654945
835,2023-01-24 12:59:16.781039423
836,2023-01-24 13:39:52.657423902
837,2023-01-24 14:20:28.533808380
838,2023-01-24 15:01:04.410192858
839,2023-01-24 15:41:40.286577337
840,2023-01-24 16:22:16.162961815
841,2023-01-24 17:02:52.039346293
842,2023-01-24 17:43:27.915730772
843,2023-01-24 18:24:03.792115250
844,2023-01-24 19:04:39.668499728
845,2023-01-24 19:45:15.544884207
846,2023-01-24 20:25:51.421268685
847,2023-01-24 21:06:27.297653163
848,2023-01-24 21:47:03.174037642
849,2023-01-24 22:27:39.050422120
850,2023-01-24 23:08:14.926806598
851,2023-01-24 23:48:50.803191077
852,2023-01-25 00:29:26.679575555
853,2023-01-25 01:10:02.555960034
854,2023-01-25 01:50:38.432344512
855,2023-01-25 02:31:14.308728990
856,2023-01-25 03:11:50.185113469
857,2023-01-25 03:52:26.061497947
858,2023-01-25 04:33:01.937882425
859,2023-01-25 05:13:37.814266904
860,2023-01-25 05:54:13.690651382
861,2023-01-25 06:34:49.567035860
862,2023-01-25 07:15:25.443420339
863,2023-01-25 07:56:01.319804817
864,2023-01-25 08:36:37.196189295
865,2023-01-25 09:17:13.072573774
866,2023-01-25 09:57:48.948958252
867,2023-01-25 10:38:24.825342730
868,2023-01-25 11:19:00.701727209
869,2023-01-25 11:59:36.578111687
870,2023-01-25 12:40:12.454496165
871,2023-01-25 13:20:48.330880644
872,2023-01-25 14:01:24.207265122
873,2023-01-25 14:42:00.083649601
874,2023-01-25 15:22:35.960034079
875,2023-01-25 16:03:11.836418557
876,2023-01-25 16:43:47.712803036
877,2023-01-25 17:24:23.589187514
878,2023-01-25 18:04:59.465571992
879,2023-01-25 18:45:35.341956471
880,2023-01-25 19:26:11.218340949
881,2023-01-25 20:06:47.094725427
882,2023-01-25 20:47:22.971109906
883,2023-01-25 21:27:58.847494384
884,2023-01-25 22:08:34.723878862
885,2023-01-25 22:49:10.600263341
886,2023-01-25 23:29:46.476647819
887,2023-01-26 00:10:22.353032297
888,2023-01-26 00:50:58.229416776
889,2023-01-26 01:31:34.105801254
890,2023-01-26 02:12:09.982185733
891,2023-01-26 02:52:45.858570211
892,2023-01-26 03:33:21.734954689
893,2023-01-26 04:13:57.611339168
894,2023-01-26 04:54:33.487723646
895,2023-01-26 05:35:09.364108124
896,2023-01-26 06:15:45.240492603
897,2023-01-26 06:56:21.116877081
898,2023-01-26 07:36:56.993261559
899,2023-01-26 08:17:32.869646038
900,2023-01-26 08:58:08.746030516
901,2023-01-26 09:38:44.622414994
902,2023-01-26 10:19:20.498799473
903,2023-01-26 10:59:56.375183951
904,2023-01-26 11:40:32.251568429
905,2023-01-26 12:21:08.127952908
906,2023-01-26 13:01:44.004337386
907,2023-01-26 13:42:19.880721864
908,2023-01-26 14:22:55.757106343
909,2023-01-26 15:03:31.633490821
910,2023-01-26 15:44:07.509875300
911,2023-01-26 16:24:43.386259778
912,2023-01-26 17:05:19.262644256
913,2023-01-26 17:45:55.139028735
914,2023-01-26 18:26:31.015413213
915,2023-01-26 19:07:06.891797691
916,2023-01-26 19:47:42.768182170
917,2023-01-26 20:28:18.644566648
918,2023-01-26 21:08:54.520951126
919,2023-01-26 21:49:30.397335605
920,2023-01-26 22:30:06.273720083
921,2023-01-26 23:10:42.150104561
922,2023-01-26 23:51:18.026489040
923,2023-01-27 00:31:53.902873518
924,2023-01-27 01:12:29.779257996
925,2023-01-27 01:53:05.655642475
926,2023-01-27 02:33:41.532026953
927,2023-01-27 03:14:17.408411432
928,2023-01-27 03:54:53.284795910
929,2023-01-27 04:35:29.161180388
930,2023-01-27 05:16:05.037564867
931,2023-01-27 05:56:40.913949345
932,2023-01-27 06:37:16.790333823
933,2023-01-27 07:17:52.666718302
934,2023-01-27 07:58:28.543102780
935,2023-01-27 08:39:04.419487258
936,2023-01-27 09:19:40.295871737
937,2023-01-27 10:00:16.172256215
938,2023-01-27 10:40:52.048640694
939,2023-01-27 11:21:27.925025172
940,2023-01-27 12:02:03.801409650
941,2023-01-27 12:42:39.677794129
942,2023-01-27 13:23:15.554178607
943,2023-01-27 14:03:51.430563085
944,2023-01-27 14:44:27.306947564
945,2023-01-27 15:25:03.183332042
946,2023-01-27 16:05:39.059716520
947,2023-01-27 16:46:14.936100999
948,2023-01-27 17:26:50.812485477
949,2023-01-27 18:07:26.688869955
950,2023-01-27 18:48:02.565254434
951,2023-01-27 19:28:38.441638912
952,2023-01-27 20:09:14.318023390
953,2023-01-27 20:49:50.194407869
954,2023-01-27 21:30:26.070792347
955,2023-01-27 22:11:01.947176825
956,2023-01-27 22:51:37.823561304
957,2023-01-27 23:32:13.699945782
958,2023-01-28 00:12:49.576330261
959,2023-01-28 00:53:25.452714739
960,2023-01-28 01:34:01.329099217
961,2023-01-28 02:14:37.205483696
962,2023-01-28 02:55:13.081868174
963,2023-01-28 03:35:48.958252652
964,2023-01-28 04:16:24.834637131
965,2023-01-28 04:57:00.711021609
966,2023-01-28 05:37:36.587406087
967,2023-01-28 06:18:12.463790566
968,2023-01-28 06:58:48.340175044
969,2023-01-28 07:39:24.216559522
970,2023-01-28 08:20:00.092944001
971,2023-01-28 09:00:35.969328479
972,2023-01-28 09:41:11.845712957
973,2023-01-28 10:21:47.722097436
974,2023-01-28 11:02:23.598481914
975,2023-01-28 11:42:59.474866393
976,2023-01-28 12:23:35.351250871
977,2023-01-28 13:04:11.227635349
978,2023-01-28 13:44:47.104019828
979,2023-01-28 14:25:22.980404306
980,2023-01-28 15:05:58.856788784
981,2023-01-28 15:46:34.733173263
982,2023-01-28 16:27:10.609557741
983,2023-01-28 17:07:46.485942219
984,2023-01-28 17:48:22.362326698
985,2023-01-28 18:28:58.238711176
986,2023-01-28 19:09:34.115095654
987,2023-01-28 19:50:09.991480133
988,2023-01-28 20:30:45.867864611
989,2023-01-28 21:11:21.744249089
990,2023-01-28 21:51:57.620633568
991,2023-01-28 22:32:33.497018046
992,2023-01-28 23:13:09.373402525
993,2023-01-28 23:53:45.249787003
994,2023-01-29 00:34:21.126171481
995,2023-01-29 01:14:57.002555960
996,2023-01-29 01:55:32.878940438
997,2023-01-29 02:36:08.755324916
998,2023-01-29 03:16:44.631709395
999,2023-01-29 03:57:20.508093873
1000,2023-01-29 04:37:56.384478351
1001,2023-01-29 05:18:32.260862830
1002,2023-01-29 05:59:08.137247308
1003,2023-01-29 06:39:44.013631786
1004,2023-01-29 07:20:19.890016265
1005,2023-01-29 08:00:55.766400743
1006,2023-01-29 08:41:31.642785221
1007,2023-01-29 09:22:07.519169700
1008,2023-01-29 10:02:43.395554178
1009,2023-01-29 10:43:19.271938656
1010,2023-01-29 11:23:55.148323135
1011,2023-01-29 12:04:31.024707613
1012,2023-01-29 12:45:06.901092092
1013,2023-01-29 13:25:42.777476570
1014,2023-01-29 14:06:18.653861048
1015,2023-01-29 14:46:54.530245527
1016,2023-01-29 15:27:30.406630005
1017,2023-01-29 16:08:06.283014483
1018,2023-01-29 16:48:42.159398962
1019,2023-01-29 17:29:18.035783440
1020,2023-01-29 18:09:53.912167918
1021,2023-01-29 18:50:29.788552397
1022,2023-01-29 19:31:05.664936875
1023,2023-01-29 20:11:41.541321353
1024,2023-01-29 20:52:17.417705832
1025,2023-01-29 21:32:53.294090310
1026,2023-01-29 22:13:29.170474788
1027,2023-01-29 22:54:05.046859267
1028,2023-01-29 23:34:40.923243745
1029,2023-01-30 00:15:16.799628224
1030,2023-01-30 00:55:52.676012702
1031,2023-01-30 01:36:28.552397180
1032,2023-01-30 02:17:04.428781659
1033,2023-01-30 02:57:40.305166137
1034,2023-01-30 03:38:16.181550615
1035,2023-01-30 04:18:52.057935094
1036,2023-01-30 04:59:27.934319572
1037,2023-01-30 05:40:03.810704050
1038,2023-01-30 06:20:39.687088529
1039,2023-01-30 07:01:15.563473007
1040,2023-01-30 07:41:51.439857485
1041,2023-01-30 08:22:27.316241964
1042,2023-01-30 09:03:03.192626442
1043,2023-01-30 09:43:39.069010920
1044,2023-01-30 10:24:14.945395399
1045,2023-01-30 11:04:50.821779877
1046,2023-01-30 11:45:26.698164355
1047,2023-01-30 12:26:02.574548834
1048,2023-01-30 13:06:38.450933312
1049,2023-01-30 13:47:14.327317791
1050,2023-01-30 14:27:50.203702269
1051,2023-01-30 15:08:26.080086747
1052,2023-01-30 15:49:01.956471226
1053,2023-01-30 16:29:37.832855704
1054,2023-01-30 17:10:13.709240182
1055,2023-01-30 17:50:49.585624661
1056,2023-01-30 18:31:25.462009139
1057,2023-01-30 19:12:01.338393617
1058,2023-01-30 19:52:37.214778096
1059,2023-01-30 20:33:13.091162574
1060,2023-01-30 21:13:48.967547052
1061,2023-01-30 21:54:24.843931531
1062,2023-01-30 22:35:00.720316009
1063,2023-01-30 23:15:36.596700487
1064,2023-01-30 23:56:12.473084966
1065,2023-01-31 00:36:48.349469444
1066,2023-01-31 01:17:24.225853923
1067,2023-01-31 01:58:00.102238401
1068,2023-01-31 02:38:35.978622879
1069,2023-01-31 03:19:11.855007358
1070,2023-01-31 03:59:47.731391836
1071,2023-01-31 04:40:23.607776314
1072,2023-01-31 05:20:59.484160793
1073,2023-01-31 06:01:35.360545271
1074,2023-01-31 06:42:11.236929749
1075,2023-01-31 07:22:47.113314228
1076,2023-01-31 08:03:22.989698706
1077,2023-01-31 08:43:58.866083184
1078,2023-01-31 09:24:34.742467663
1079,2023-01-31 10:05:10.618852141
1080,2023-01-31 10:45:46.495236619
1081,2023-01-31 11:26:22.371621098
1082,2023-01-31 12:06:58.248005576
1083,2023-01-31 12:47:34.124390054
1084,2023-01-31 13:28:10.000774533
1085,2023-01-31 14:08:45.877159011
1086,2023-01-31 14:49:21.753543490
1087,2023-01-31 15:29:57.629927968
1088,2023-01-31 16:10:33.506312446
1089,2023-01-31 16:51:09.382696925
1090,2023-01-31 17:31:45.259081403
1091,2023-01-31 18:12:21.135465881
1092,2023-01-31 18:52:57.011850360
1093,2023-01-31 19:33:32.888234838
1094,2023-01-31 20:14:08.764619316
1095,2023-01-31 20:54:44.641003795
1096,2023-01-31 21:35:20.517388273
1097,2023-01-31 22:15:56.393772751
1098,2023-01-31 22:56:32.270157230
1099,2023-01-31 23:37:08.146541708
1100,2023-02-01 00:17:44.022926186
1101,2023-02-01 00:58:19.899310665
1102,2023-02-01 01:38:55.775695143
1103,2023-02-01 02:19:31.652079622
1104,2023-02-01 03:00:07.528464100
1105,2023-02-01 03:40:43.404848578
1106,2023-02-01 04:21:19.281233057
1107,2023-02-01 05:01:55.157617535
1108,2023-02-01 05:42:31.034002013
1109,2023-02-01 06:23:06.910386492
1110,2023-02-01 07:03:42.786770970
1111,2023-02-01 07:44:18.663155448
1112,2023-02-01 08:24:54.539539927
1113,2023-02-01 09:05:30.415924405
1114,2023-02-01 09:46:06.292308883
1115,2023-02-01 10:26:42.168693362
1116,2023-02-01 11:07:18.045077840
1117,2023-02-01 11:47:53.921462318
1118,2023-02-01 12:28:29.797846797
1119,2023-02-01 13:09:05.674231275
1120,2023-02-01 13:49:41.550615754
1121,2023-02-01 14:30:17.427000232
1122,2023-02-01 15:10:53.303384710
1123,2023-02-01 15:51:29.179769189
1124,2023-02-01 16:32:05.056153667
1125,2023-02-01 17:12:40.932538145
1126,2023-02-01 17:53:16.808922624
1127,2023-02-01 18:33:52.685307102
1128,2023-02-01 19:14:28.561691580
1129,2023-02-01 19:55:04.438076059
1130,2023-02-01 20:35:40.314460537
1131,2023-02-01 21:16:16.190845015
1132,2023-02-01 21:56:52.067229494
1133,2023-02-01 22:37:27.943613972
1134,2023-02-01 23:18:03.819998450
1135,2023-02-01 23:58:39.696382929
1136,2023-02-02 00:39:15.572767407
1137,2023-02-02 01:19:51.449151885
1138,2023-02-02 02:00:27.325536364
1139,2023-02-02 02:41:03.201920842
1140,2023-02-02 03:21:39.078305321
1141,2023-02-02 04:02:14.954689799
1142,2023-02-02 04:42:50.831074277
1143,2023-02-02 05:23:26.707458756
1144,2023-02-02 06:04:02.583843234
1145,2023-02-02 06:44:38.460227712
1146,2023-02-02 07:25:14.336612191
1147,2023-02-02 08:05:50.212996669
1148,2023-02-02 08:46:26.089381147
1149,2023-02-02 09:27:01.965765626
1150,2023-02-02 10:07:37.842150104
1151,2023-02-02 10:48:13.718534582
1152,2023-02-02 11:28:49.594919061
1153,2023-02-02 12:09:25.471303539
1154,2023-02-02 12:50:01.347688017
1155,2023-02-02 13:30:37.224072496
1156,2023-02-02 14:11:13.100456974
1157,2023-02-02 14:51:48.976841453
1158,2023-02-02 15:32:24.853225931
1159,2023-02-02 16:13:00.729610409
1160,2023-02-02 16:53:36.605994888
1161,2023-02-02 17:34:12.482379366
1162,2023-02-02 18:14:48.358763844
1163,2023-02-02 18:55:24.235148323
1164,2023-02-02 19:36:00.111532801
1165,2023-02-02 20:16:35.987917279
1166,2023-02-02 20:57:11.864301758
1167,2023-02-02 21:37:47.740686236
1168,2023-02-02 22:18:23.617070714
1169,2023-02-02 22:58:59.493455193
1170,2023-02-02 23:39:35.369839671
1171,2023-02-03 00:20:11.246224149
1172,2023-02-03 01:00:47.122608628
1173,2023-02-03 01:41:22.998993106
1174,2023-02-03 02:21:58.875377584
1175,2023-02-03 03:02:34.751762063
1176,2023-02-03 03:43:10.628146541
1177,2023-02-03 04:23:46.504531020
1178,2023-02-03 05:04:22.380915498
1179,2023-02-03 05:44:58.257299976
1180,2023-02-03 06:25:34.133684455
1181,2023-02-03 07:06:10.010068933
1182,2023-02-03 07:46:45.886453411
1183,2023-02-03 08:27:21.762837890
1184,2023-02-03 09:07:57.639222368
1185,2023-02-03 09:48:33.515606846
1186,2023-02-03 10:29:09.391991325
1187,2023-02-03 11:09:45.268375803
1188,2023-02-03 11:50:21.144760281
1189,2023-02-03 12:30:57.021144760
1190,2023-02-03 13:11:32.897529238
1191,2023-02-03 13:52:08.773913716
1192,2023-02-03 14:32:44.650298195
1193,2023-02-03 15:13:20.526682673
1194,2023-02-03 15:53:56.403067152
1195,2023-02-03 16:34:32.279451630
1196,2023-02-03 17:15:08.155836108
1197,2023-02-03 17:55:44.032220587
1198,2023-02-03 18:36:19.908605065
1199,2023-02-03 19:16:55.784989543
1200,2023-02-03 19:57:31.661374022
1201,2023-02-03 20:38:07.537758500
1202,2023-02-03 21:18:43.414142978
1203,2023-02-03 21:59:19.290527457
1204,2023-02-03 22:39:55.166911935
1205,2023-02-03 23:20:31.043296413
1206,2023-02-04 00:01:06.919680892
1207,2023-02-04 00:41:42.796065370
1208,2023-02-04 01:22:18.672449848
1209,2023-02-04 02:02:54.548834327
1210,2023-02-04 02:43:30.425218805
1211,2023-02-04 03:24:06.301603283
1212,2023-02-04 04:04:42.177987762
1213,2023-02-04 04:45:18.054372240
1214,2023-02-04 05:25:53.930756719
1215,2023-02-04 06:06:29.807141197
1216,2023-02-04 06:47:05.683525675
1217,2023-02-04 07:27:41.559910154
1218,2023-02-04 08:08:17.436294632
1219,2023-02-04 08:48:53.312679110
1220,2023-02-04 09:29:29.189063589
1221,2023-02-04 10:10:05.065448067
1222,2023-02-04 10:50:40.941832545
1223,2023-02-04 11:31:16.818217024
1224,2023-02-04 12:11:52.694601502
1225,2023-02-04 12:52:28.570985980
1226,2023-02-04 13:33:04.447370459
1227,2023-02-04 14:13:40.323754937
1228,2023-02-04 14:54:16.200139415
1229,2023-02-04 15:34:52.076523894
1230,2023-02-04 16:15:27.952908372
1231,2023-02-04 16:56:03.829292851
1232,2023-02-04 17:36:39.705677329
1233,2023-02-04 18:17:15.582061807
1234,2023-02-04 18:57:51.458446286
1235,2023-02-04 19:38:27.334830764
1236,2023-02-04 20:19:03.211215242
1237,2023-02-04 20:59:39.087599721
1238,2023-02-04 21:40:14.963984199
1239,2023-02-04 22:20:50.840368677
1240,2023-02-04 23:01:26.716753156
1241,2023-02-04 23:42:02.593137634
1242,2023-02-05 00:22:38.469522112
1243,2023-02-05 01:03:14.345906591
1244,2023-02-05 01:43:50.222291069
1245,2023-02-05 02:24:26.098675547
1246,2023-02-05 03:05:01.975060026
1247,2023-02-05 03:45:37.851444504
1248,2023-02-05 04:26:13.727828983
1249,2023-02-05 05:06:49.604213461
1250,2023-02-05 05:47:25.480597939
1251,2023-02-05 06:28:01.356982418
1252,2023-02-05 07:08:37.233366896
1253,2023-02-05 07:49:13.109751374
1254,2023-02-05 08:29:48.986135853
1255,2023-02-05 09:10:24.862520331
1256,2023-02-05 09:51:00.738904809
1257,2023-02-05 10:31:36.615289288
1258,2023-02-05 11:12:12.491673766
1259,2023-02-05 11:52:48.368058244
1260,2023-02-05 12:33:24.244442723
1261,2023-02-05 13:14:00.120827201
1262,2023-02-05 13:54:35.997211679
1263,2023-02-05 14:35:11.873596158
1264,2023-02-05 15:15:47.749980636
1265,2023-02-05 15:56:23.626365114
1266,2023-02-05 16:36:59.502749593
1267,2023-02-05 17:17:35.379134071
1268,2023-02-05 17:58:11.255518550
1269,2023-02-05 18:38:47.131903028
1270,2023-02-05 19:19:23.008287506
1271,2023-02-05 19:59:58.884671985
1272,2023-02-05 20:40:34.761056463
1273,2023-02-05 21:21:10.637440941
1274,2023-02-05 22:01:46.513825420
1275,2023-02-05 22:42:22.390209898
1276,2023-02-05 23:22:58.266594376
1277,2023-02-06 00:03:34.142978855
1278,2023-02-06 00:44:10.019363333
1279,2023-02-06 01:24:45.895747811
1280,2023-02-06 02:05:21.772132290
