,registered_year,engine_capacity,kms_driven,max_power,seats,mileage,resale_price_Lakh,ID,prediction,city,insurance,transmission_type,owner_type,fuel_type,body_type
200,2018,1591,57600,120.0,5.0,16.0,10.8,213,10.503899999999987,Hyderabad,Third Party insurance,Automatic,First Owner,Petrol,Sedan
201,2019,1197,69561,80.0,5.0,18.0,5.48,214,5.673400000000006,Ahmedabad,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
202,2019,1591,19722,120.0,5.0,14.0,12.56,215,12.762699999999985,Mumbai,Third Party,Automatic,Second Owner,Petrol,SUV
203,2016,1198,64134,90.0,5.0,18.0,5.12,216,4.784100000000001,Gurgaon,Zero Dep,Manual,First Owner,Petrol,Sedan
204,2019,3198,90000,200.0,7.0,10.0,32.0,217,31.767,Mumbai,Third Party insurance,Automatic,First Owner,Diesel,SUV
205,2011,2498,90000,100.0,6.0,16.0,5.0,218,4.8075,Jaipur,Third Party insurance,Manual,Second Owner,Diesel,SUV
206,2017,1199,108498,80.0,5.0,24.0,3.85,219,4.053900000000004,Hyderabad,Comprehensive,Manual,First Owner,Petrol,Hatchback
207,2021,998,26032,60.0,5.0,32.0,5.99,220,5.839000000000004,Delhi,Comprehensive,Manual,First Owner,CNG,Hatchback
208,2018,1199,42000,80.0,5.0,24.0,4.85,221,4.816800000000006,Pune,Comprehensive,Manual,First Owner,Petrol,Hatchback
209,2014,814,70000,60.0,5.0,22.0,2.5,222,2.488200000000001,Pune,Third Party insurance,Manual,First Owner,Petrol,Hatchback
210,2021,999,15987,70.0,5.0,20.0,7.19,223,6.834600000000008,Ahmedabad,Zero Dep,Manual,First Owner,Petrol,SUV
211,2022,799,10000,50.0,5.0,22.0,4.3,224,4.088000000000003,Kolkata,Third Party insurance,Manual,First Owner,Petrol,Hatchback
212,2014,1461,100000,80.0,5.0,20.0,4.0,225,4.3794,Mumbai,Third Party insurance,Manual,First Owner,Diesel,SUV
213,2013,998,8889,70.0,5.0,18.0,2.95,226,2.8746999999999967,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback
214,2010,1193,70000,60.0,5.0,16.0,1.75,227,1.7024,Chennai,Third Party insurance,Manual,Second Owner,Petrol,Sedan
215,2014,1197,98500,80.0,5.0,18.0,3.43,228,3.505300000000005,Mumbai,Zero Dep,Manual,Second Owner,Petrol,Hatchback
216,2012,1497,110067,120.0,5.0,16.0,4.14,229,4.069399999999992,Chennai,Comprehensive,Manual,Second Owner,Petrol,Sedan
217,2012,998,50989,70.0,5.0,18.0,2.79,230,2.6674999999999978,Ahmedabad,Comprehensive,Manual,First Owner,Petrol,Hatchback
218,2023,999,14000,110.0,5.0,20.0,16.25,231,15.491199999999994,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,SUV
219,2013,1598,132000,100.0,5.0,20.0,3.45,232,3.609099999999996,Chennai,Comprehensive,Manual,First Owner,Diesel,Sedan
220,2020,1197,30000,80.0,5.0,20.0,6.5,233,6.6942,Pune,Third Party insurance,Automatic,Second Owner,Petrol,Sedan
221,2017,1591,67224,120.0,5.0,16.0,8.19,234,8.56300000000001,Mumbai,Comprehensive,Manual,First Owner,Petrol,SUV
222,2017,1197,60528,100.0,5.0,18.0,9.25,235,8.4462,Bangalore,Third Party insurance,Automatic,Second Owner,Petrol,Hatchback
223,2018,1373,63974,90.0,5.0,20.0,6.99,236,7.033600000000004,Bangalore,Third Party,Manual,Second Owner,Petrol,Sedan
224,2020,1497,30000,110.0,5.0,16.0,10.9,237,11.360299999999995,Chennai,Comprehensive,Manual,First Owner,Petrol,SUV
225,2010,1197,94259,90.0,5.0,22.0,2.6,238,2.5215999999999976,Chennai,Third Party insurance,Manual,First Owner,Petrol,Hatchback
226,2018,1199,61100,80.0,5.0,24.0,5.45,240,5.153899999999997,Mumbai,Comprehensive,Automatic,First Owner,Petrol,Hatchback
227,2015,1999,85032,240.0,5.0,10.0,25.99,241,23.59799999999999,Kolkata,Comprehensive,Automatic,Fourth Owner,Petrol,Sedan
228,2016,1591,40000,120.0,5.0,18.0,5.1,242,5.092300000000006,Kolkata,Third Party insurance,Manual,First Owner,Petrol,Sedan
229,2014,1198,62884,70.0,5.0,20.0,1.72,243,2.1587,Kolkata,Third Party insurance,Manual,First Owner,Petrol,Hatchback
230,2018,1198,95495,70.0,5.0,16.0,4.5,244,4.8104,Chennai,Third Party insurance,Manual,First Owner,Petrol,Sedan
231,2016,1248,79659,70.0,5.0,28.0,6.1,245,5.945300000000006,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,Sedan
232,2010,1086,42000,70.0,5.0,20.0,2.8,246,2.7173000000000034,Bangalore,Comprehensive,Manual,Second Owner,Petrol,Hatchback
233,2016,1591,102816,120.0,5.0,12.0,9.34,247,9.11240000000001,Bangalore,Comprehensive,Manual,First Owner,Petrol,SUV
234,2017,1248,60000,90.0,5.0,24.0,7.0,248,6.828300000000001,Delhi,Third Party insurance,Manual,First Owner,Diesel,SUV
235,2011,1197,81738,90.0,5.0,18.0,2.85,249,2.724199999999998,Chennai,Third Party,Manual,First Owner,Petrol,Hatchback
236,2016,1497,118569,120.0,5.0,18.0,4.84,250,4.753499999999994,Kolkata,Comprehensive,Manual,Second Owner,Petrol,Sedan
237,2018,998,58100,70.0,5.0,20.0,4.76,251,4.402799999999997,Mumbai,Comprehensive,Manual,First Owner,Petrol,Hatchback
238,2020,1199,10300,90.0,5.0,18.0,8.0,252,7.3978,Jaipur,Not Available,Manual,First Owner,Petrol,Sedan
239,2019,1197,27355,80.0,5.0,20.0,7.99,253,7.761000000000006,Mumbai,Comprehensive,Automatic,First Owner,Petrol,Hatchback
240,2021,1497,103000,120.0,5.0,18.0,9.75,254,9.7936,Ahmedabad,Comprehensive,Manual,First Owner,Petrol,Sedan
241,2010,2179,134097,140.0,7.0,14.0,2.5,255,2.936300000000001,Bangalore,Not Available,Manual,Third Owner,Diesel,SUV
242,2013,1197,51284,80.0,5.0,18.0,3.37,256,3.318800000000002,Mumbai,Third Party,Manual,First Owner,Petrol,Hatchback
243,2019,1999,10000,250.0,5.0,14.0,42.0,257,44.185,Delhi,Third Party insurance,Automatic,First Owner,Petrol,Sedan
244,2015,1197,45000,80.0,5.0,18.0,3.95,259,4.095499999999995,Mumbai,Comprehensive,Manual,First Owner,Petrol,Hatchback
245,2014,796,60000,50.0,5.0,22.0,2.6,260,2.5738999999999974,Bangalore,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
246,2013,1197,48720,80.0,5.0,18.0,4.09,261,3.949499999999994,Pune,Comprehensive,Manual,First Owner,Petrol,Hatchback
247,2022,1498,12000,110.0,5.0,14.0,15.75,262,15.900900000000002,Delhi,Comprehensive,Automatic,First Owner,Petrol,SUV
248,2010,1198,80000,70.0,5.0,16.0,1.95,263,2.1508999999999974,Delhi,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
249,2018,1248,90000,70.0,5.0,28.0,6.0,264,6.3748000000000005,Mumbai,Third Party insurance,Manual,First Owner,Diesel,Sedan
250,2018,2993,40000,300.0,5.0,14.0,53.0,265,62.23350000000001,Delhi,Comprehensive,Automatic,Second Owner,Diesel,Sedan
251,2012,936,86147,60.0,5.0,26.0,1.95,266,1.9744999999999988,Chennai,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
252,2015,1497,28066,120.0,5.0,18.0,5.05,267,5.398000000000003,Mumbai,Third Party,Manual,First Owner,Petrol,Sedan
253,2022,1199,10000,90.0,5.0,20.0,7.25,268,7.7332,Mumbai,Third Party insurance,Manual,First Owner,Petrol,Hatchback
254,2013,1497,89205,120.0,5.0,16.0,5.27,269,4.977999999999994,Hyderabad,Comprehensive,Manual,Second Owner,Petrol,Sedan
255,2018,1582,70000,130.0,5.0,20.0,11.5,270,11.1318,Chennai,Third Party insurance,Manual,First Owner,Diesel,SUV
256,2021,1197,36218,80.0,5.0,22.0,5.37,271,6.381000000000001,Delhi,Third Party,Manual,Third Owner,Petrol,Hatchback
257,2019,2179,100000,150.0,7.0,16.0,13.0,272,14.103700000000002,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,SUV
258,2015,2179,90000,140.0,7.0,16.0,5.5,274,6.0802,Delhi,Third Party insurance,Manual,Second Owner,Diesel,SUV
259,2017,1199,40000,80.0,5.0,24.0,3.75,275,3.7494,Ahmedabad,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
260,2016,1197,35109,80.0,5.0,18.0,4.4,276,4.509899999999993,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
261,2022,1353,20000,140.0,7.0,16.0,17.8,277,17.17149999999998,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,MUV
262,2015,1197,53000,90.0,5.0,18.0,2.9,279,3.513099999999997,Delhi,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
263,2014,998,80000,60.0,5.0,32.0,3.2,280,3.188499999999997,Delhi,Third Party insurance,Manual,First Owner,CNG,Hatchback
264,2018,1498,109496,100.0,5.0,24.0,6.0,281,6.300700000000001,Chandigarh,Third Party,Manual,First Owner,Diesel,SUV
265,2012,1198,55809,70.0,5.0,16.0,2.54,282,2.741699999999999,Gurgaon,Comprehensive,Manual,Second Owner,Petrol,Hatchback
266,2015,1248,120000,70.0,5.0,26.0,5.0,283,4.568500000000001,Delhi,Third Party insurance,Manual,First Owner,Diesel,Sedan
267,2021,1493,20000,100.0,7.0,18.0,11.5,284,11.130599999999998,Mumbai,Third Party insurance,Manual,First Owner,Diesel,SUV
268,2015,1197,45000,80.0,5.0,20.0,4.5,285,4.414899999999998,Pune,Comprehensive,Manual,First Owner,Petrol,Sedan
269,2020,1197,61976,80.0,5.0,22.0,5.25,287,5.537599999999999,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
270,2018,1198,38000,80.0,5.0,20.0,5.65,288,5.581699999999995,Chennai,Comprehensive,Automatic,First Owner,Petrol,Hatchback
271,2020,1451,36000,140.0,5.0,14.0,15.99,289,15.793100000000006,Mumbai,Third Party insurance,Automatic,First Owner,Petrol,SUV
272,2013,1498,65000,100.0,5.0,26.0,2.45,290,3.0155999999999947,Delhi,Third Party insurance,Manual,First Owner,Diesel,Sedan
273,2015,1198,35534,90.0,5.0,18.0,5.15,291,4.842499999999996,Chennai,Comprehensive,Manual,First Owner,Petrol,Sedan
274,2021,1462,11000,100.0,5.0,18.0,8.8,292,9.19579999999999,Delhi,Comprehensive,Manual,First Owner,Petrol,SUV
275,2014,1498,110000,100.0,5.0,26.0,5.03,293,4.947299999999991,Ahmedabad,Third Party insurance,Manual,Second Owner,Diesel,Sedan
276,2018,1197,23111,80.0,5.0,18.0,4.65,294,4.923899999999993,Gurgaon,Zero Dep,Manual,First Owner,Petrol,Hatchback
277,2019,796,60000,50.0,5.0,32.0,4.75,296,4.405299999999999,Ahmedabad,Third Party insurance,Manual,Second Owner,CNG,Hatchback
278,2014,1198,67000,80.0,5.0,20.0,3.35,297,3.367900000000002,Delhi,Third Party insurance,Automatic,Second Owner,Petrol,Hatchback
279,2014,1086,74418,70.0,5.0,20.0,3.12,298,3.120200000000003,Ahmedabad,Third Party,Manual,Second Owner,Petrol,Hatchback
280,2018,1582,57263,130.0,5.0,18.0,9.87,299,11.026599999999998,Delhi,Comprehensive,Automatic,First Owner,Diesel,SUV
281,2011,2967,120000,240.0,7.0,12.0,20.0,300,18.6074,Bangalore,Third Party insurance,Automatic,First Owner,Diesel,SUV
282,2017,1498,110000,100.0,5.0,22.0,7.5,301,6.999499999999999,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,SUV
283,2016,1199,53772,90.0,5.0,18.0,5.5,303,5.313300000000002,Chennai,Comprehensive,Manual,Second Owner,Petrol,Sedan
284,2009,1896,95000,100.0,5.0,16.0,2.65,304,2.8381293000000016,Pune,Comprehensive,Manual,First Owner,Diesel,Sedan
285,2017,1198,46468,80.0,5.0,20.0,4.49,305,4.734700000000003,Bangalore,Comprehensive,Automatic,Third Owner,Petrol,Hatchback
286,2022,999,20972,110.0,5.0,18.0,10.5,306,11.195900000000002,Jaipur,Comprehensive,Manual,First Owner,Petrol,Sedan
287,2019,1197,52858,80.0,5.0,22.0,6.03,307,6.271799999999988,Jaipur,Third Party,Automatic,Second Owner,Petrol,Sedan
288,2016,1396,60061,110.0,5.0,18.0,6.1,308,6.017400000000006,Chennai,Comprehensive,Manual,First Owner,Petrol,Sedan
289,2021,1493,31108,100.0,7.0,18.0,9.0,309,9.826299999999998,Bangalore,Not Available,Manual,Second Owner,Diesel,SUV
290,2013,2179,105000,190.0,5.0,12.0,20.0,311,17.607000000000006,Chennai,Comprehensive,Automatic,Second Owner,Diesel,SUV
291,2017,1997,69216,140.0,7.0,16.0,14.0,312,12.4744,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,SUV
292,2014,1498,40000,100.0,5.0,26.0,9.0,313,7.696600000000001,Chandigarh,Third Party insurance,Manual,First Owner,Diesel,Sedan
293,2017,999,48162,70.0,5.0,24.0,2.97,314,2.9723000000000024,Delhi,Third Party,Manual,First Owner,Petrol,Hatchback
294,2019,1198,56232,110.0,5.0,16.0,6.66,315,6.8535999999999975,Delhi,Zero Dep,Manual,First Owner,Petrol,SUV
295,2018,998,46798,60.0,5.0,26.0,4.18,316,4.085900000000003,Gurgaon,Comprehensive,Manual,First Owner,CNG,Hatchback
296,2018,1194,50000,90.0,5.0,20.0,4.5,317,4.733300000000002,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
297,2004,2354,150000,150.0,5.0,10.0,1.7,318,3.681699999999996,Agra,Third Party insurance,Automatic,Second Owner,Petrol,SUV
298,2012,998,105503,70.0,5.0,26.0,2.15,319,2.327000000000002,Hyderabad,Not Available,Manual,Second Owner,CNG,Hatchback
299,2019,1950,40000,190.0,5.0,16.0,47.5,321,47.71799999999999,Delhi,Comprehensive,Automatic,First Owner,Diesel,Sedan
300,2011,998,30000,70.0,5.0,20.0,2.2,322,2.134599999999997,Pune,Third Party insurance,Manual,First Owner,Petrol,Hatchback
301,2019,998,48702,70.0,5.0,22.0,5.0,323,4.685700000000001,Jaipur,Not Available,Manual,Second Owner,Petrol,Hatchback
302,2012,1798,55000,160.0,5.0,14.0,5.5,324,5.2875,Mumbai,Comprehensive,Automatic,First Owner,Petrol,Sedan
303,2014,998,24324,70.0,5.0,20.0,2.84,325,2.880099999999999,Kolkata,Comprehensive,Manual,First Owner,Petrol,Hatchback
304,2015,1498,156126,90.0,5.0,26.0,3.0,326,3.676600000000001,Hyderabad,Comprehensive,Manual,First Owner,Diesel,Sedan
305,2021,1197,7266,80.0,5.0,20.0,6.39,327,6.713799999999992,Bangalore,Third Party,Manual,First Owner,Petrol,Hatchback
306,2021,2494,24000,160.0,5.0,20.0,42.0,328,35.8724,Chennai,Comprehensive,Automatic,First Owner,Petrol,Sedan
307,2022,998,15333,60.0,5.0,34.0,6.0,329,6.023700000000002,Jaipur,Zero Dep,Manual,First Owner,CNG,Hatchback
308,2015,1493,110000,100.0,7.0,18.0,3.0,330,3.741,Hyderabad,Third Party insurance,Manual,Third Owner,Diesel,SUV
309,2017,1248,30000,90.0,5.0,28.0,6.0,331,6.0534,Mumbai,Third Party insurance,Manual,First Owner,Diesel,Sedan
310,2019,1086,27153,70.0,5.0,20.0,4.8,332,4.688500000000002,Jaipur,Comprehensive,Manual,Second Owner,Petrol,Hatchback
311,2020,1197,40000,110.0,5.0,16.0,8.5,333,8.6962,Jaipur,Third Party insurance,Manual,First Owner,Petrol,SUV
312,2021,998,39855,60.0,4.0,32.0,4.65,334,4.7426,Mumbai,Third Party,Manual,First Owner,CNG,Hatchback
313,2021,1197,20000,80.0,5.0,20.0,7.25,335,7.476599999999999,Bangalore,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
314,2010,1298,74000,90.0,5.0,18.0,2.35,336,2.2181999999999977,Kolkata,Third Party insurance,Manual,First Owner,Petrol,Sedan
315,2018,1591,50000,120.0,5.0,16.0,10.5,337,10.423699999999997,Pune,Third Party insurance,Automatic,First Owner,Petrol,Sedan
316,2017,1598,46000,100.0,5.0,14.0,7.75,338,7.758100000000002,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,SUV
317,2011,1197,72874,80.0,5.0,16.0,2.44,339,2.431299999999999,Delhi,Third Party,Manual,First Owner,Petrol,Hatchback
318,2016,1498,48000,100.0,5.0,22.0,5.5,340,5.734700000000001,Delhi,Comprehensive,Manual,First Owner,Diesel,SUV
319,2018,1497,40000,110.0,5.0,22.0,12.0,341,10.694400000000003,Hyderabad,Third Party insurance,Automatic,First Owner,Diesel,SUV
320,2010,1598,60000,100.0,5.0,16.0,1.6,342,1.9149292999999976,Delhi,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
321,2020,1197,40051,80.0,5.0,20.0,6.45,343,6.403900000000001,Hyderabad,Zero Dep,Manual,Second Owner,Petrol,Hatchback
322,2020,1956,9106,170.0,5.0,18.0,18.9,344,19.326800000000024,Jaipur,Comprehensive,Manual,First Owner,Diesel,SUV
323,2017,814,19949,60.0,5.0,22.0,3.98,345,3.621900000000001,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback
324,2019,1248,44933,70.0,5.0,28.0,7.49,346,7.342000000000004,Delhi,Third Party insurance,Automatic,Third Owner,Diesel,Sedan
325,2012,1248,70000,90.0,7.0,20.0,4.5,347,4.714700000000001,Jaipur,Third Party insurance,Manual,Third Owner,Diesel,MUV
326,2015,1197,50000,80.0,5.0,22.0,4.5,348,4.379899999999999,Mumbai,Third Party,Manual,Second Owner,Petrol,Hatchback
327,2016,1197,63313,90.0,5.0,22.0,5.25,349,5.3248,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
328,2015,796,41247,50.0,5.0,22.0,2.55,350,2.576800000000002,Pune,Third Party,Manual,First Owner,Petrol,Hatchback
329,2018,1396,36283,90.0,5.0,22.0,8.21,351,7.904400000000007,Bangalore,Third Party insurance,Manual,First Owner,Diesel,Hatchback
330,2012,1197,66945,90.0,5.0,22.0,4.01,352,3.686399999999997,Hyderabad,Third Party,Manual,Second Owner,Petrol,Hatchback
331,2015,1197,77721,80.0,5.0,16.0,4.92,353,5.064200000000002,Bangalore,Comprehensive,Automatic,First Owner,Petrol,Sedan
332,2004,796,80000,40.0,4.0,16.0,0.35,356,0.5815000000000007,Jaipur,Third Party insurance,Manual,First Owner,Petrol,Hatchback
333,2022,1498,23200,110.0,5.0,14.0,15.75,357,15.7633,Mumbai,Comprehensive,Automatic,First Owner,Petrol,SUV
334,2016,998,80415,60.0,5.0,26.0,4.24,358,4.0499000000000045,Pune,Third Party,Manual,First Owner,CNG,Hatchback
335,2021,999,50000,70.0,7.0,20.0,4.6,359,5.173800000000005,Kolkata,Third Party insurance,Manual,First Owner,Petrol,MUV
336,2013,2494,122000,100.0,7.0,12.0,13.25,360,11.806,Bangalore,Comprehensive,Manual,First Owner,Diesel,MUV
337,2018,814,63608,60.0,5.0,22.0,3.17,361,3.2498,Ahmedabad,Zero Dep,Manual,First Owner,Petrol,Hatchback
338,2017,1197,65730,80.0,5.0,18.0,5.29,362,5.333000000000003,Bangalore,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
339,2017,1186,20000,70.0,5.0,24.0,4.8,363,4.577700000000005,Agra,Third Party insurance,Manual,First Owner,Diesel,Hatchback
340,2019,1498,37243,110.0,5.0,22.0,8.38,364,8.6627,Kolkata,Zero Dep,Automatic,First Owner,Diesel,Sedan
341,2022,1197,20000,80.0,5.0,18.0,8.38,365,8.645499999999998,Mumbai,Third Party insurance,Manual,First Owner,Petrol,SUV
342,2022,999,13000,110.0,5.0,18.0,15.99,366,15.360500000000002,Chennai,Third Party insurance,Automatic,First Owner,Petrol,SUV
343,2015,1197,45463,80.0,5.0,18.0,5.55,367,5.378100000000002,Bangalore,Comprehensive,Automatic,First Owner,Petrol,Hatchback
344,2019,1198,42000,110.0,5.0,16.0,7.5,368,7.684699999999999,Delhi,Comprehensive,Automatic,First Owner,Petrol,SUV
345,2019,1197,22343,80.0,5.0,22.0,5.49,369,5.353900000000006,Kolkata,Third Party,Manual,First Owner,Petrol,Hatchback
346,2014,1498,120000,90.0,5.0,22.0,4.1,370,3.933100000000004,Gurgaon,Third Party insurance,Manual,Second Owner,Diesel,SUV
347,2017,814,30000,60.0,5.0,22.0,3.0,371,3.1048,Bangalore,Third Party insurance,Manual,First Owner,Petrol,Hatchback
348,2012,2650,60000,80.0,7.0,16.0,3.5,372,3.6384000000000007,Hyderabad,Third Party insurance,Manual,Third Owner,Diesel,SUV
349,2016,2987,43000,260.0,5.0,12.0,27.75,373,33.1539,Ahmedabad,Comprehensive,Automatic,First Owner,Diesel,Sedan
350,2008,1086,69000,70.0,5.0,20.0,2.45,374,2.130526999999998,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback
351,2018,998,66802,70.0,5.0,24.0,3.26,375,3.4417999999999984,Ahmedabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
352,2012,1399,110000,70.0,5.0,20.0,2.15,376,2.2438000000000025,Gurgaon,Third Party insurance,Manual,First Owner,Diesel,Hatchback
353,2017,2993,47000,260.0,5.0,16.0,64.5,377,60.353,Pune,Comprehensive,Automatic,First Owner,Diesel,Sedan
354,2017,1498,100000,100.0,5.0,24.0,5.0,378,5.377000000000001,Gurgaon,Third Party insurance,Manual,Second Owner,Diesel,SUV
355,2013,1399,150000,100.0,7.0,14.0,2.3,379,3.2324000000000046,Mumbai,Third Party insurance,Manual,Third Owner,Petrol,MUV
356,2017,1395,44500,150.0,5.0,18.0,23.0,380,23.75830000000001,Mumbai,Comprehensive,Automatic,Second Owner,Petrol,Sedan
357,2012,1248,120000,70.0,5.0,24.0,2.1,381,2.182499999999998,Delhi,Third Party insurance,Manual,Third Owner,Diesel,Hatchback
358,2017,1999,26000,200.0,5.0,14.0,24.9,382,28.654900000000023,Mumbai,Comprehensive,Automatic,First Owner,Petrol,Sedan
359,2017,1197,50000,80.0,5.0,18.0,3.6,383,4.1539000000000055,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
360,2017,1248,85938,90.0,5.0,24.0,8.26,385,8.220599999999992,Bangalore,Zero Dep,Manual,First Owner,Diesel,SUV
361,2018,1186,50000,70.0,5.0,26.0,4.2,386,4.168199999999996,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,Sedan
362,2017,1197,77569,80.0,5.0,22.0,5.11,388,5.188500000000008,Jaipur,Comprehensive,Manual,Second Owner,Petrol,Sedan
363,2015,1197,59000,80.0,5.0,18.0,5.21,389,4.868899999999994,Mumbai,Comprehensive,Manual,First Owner,Petrol,Hatchback
364,2016,1197,61000,80.0,5.0,18.0,5.15,390,4.891199999999994,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback
365,2020,1497,40000,110.0,5.0,16.0,10.5,391,10.8731,Gurgaon,Third Party insurance,Manual,First Owner,Petrol,SUV
366,2013,1396,110000,70.0,5.0,24.0,1.83,392,2.5585000000000035,Chennai,Third Party insurance,Manual,Second Owner,Diesel,Sedan
367,2009,1798,50000,160.0,5.0,14.0,4.0,393,3.9004,Bangalore,Third Party insurance,Manual,First Owner,Petrol,Sedan
368,2020,1199,30000,90.0,5.0,18.0,7.25,394,7.0909,Jaipur,Third Party insurance,Manual,First Owner,Petrol,Sedan
369,2019,1199,37566,90.0,5.0,20.0,6.22,395,6.274100000000012,Hyderabad,Third Party insurance,Manual,Second Owner,Petrol,Sedan
370,2018,1248,23000,70.0,5.0,28.0,7.75,396,7.334599999999999,Chennai,Comprehensive,Manual,First Owner,Diesel,Sedan
371,2021,1462,55642,100.0,6.0,20.0,9.79,397,10.010899999999989,Mumbai,Third Party,Manual,Second Owner,Petrol,MUV
372,2016,1498,52151,100.0,5.0,22.0,6.25,398,5.796500000000001,Mumbai,Third Party insurance,Manual,Second Owner,Diesel,SUV
373,2017,1373,38854,90.0,5.0,20.0,4.75,399,5.288999999999999,Mumbai,Not Available,Manual,First Owner,Petrol,Sedan
374,2016,998,16848,70.0,5.0,24.0,4.21,400,4.247399999999996,Mumbai,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
375,2017,2393,77000,150.0,8.0,14.0,15.25,401,15.298899999999998,Delhi,Third Party insurance,Manual,Second Owner,Diesel,MUV
376,2016,1598,54000,100.0,5.0,14.0,4.99,402,5.185300000000003,Kolkata,Comprehensive,Automatic,First Owner,Petrol,Sedan
377,2013,1197,50538,90.0,5.0,20.0,4.09,403,4.009799999999994,Mumbai,Comprehensive,Manual,First Owner,Petrol,Sedan
